"CL"|Yes|"79600202"|"147324132"
"CH"|No |"79600202"|"147324133"
"CL"|Yes|"79600204"|"147324135"
"CL"|Yes|"79600206"|"147324138"
"PT"|Yes|"79600200"|"147324130"
"CL"|Yes|"79600203"|"147324134"
"CH"|Yes|"79600201"|"147324131"
"GC"|Yes|"79600211"|"147324147"
"CH"|Yes|"79600209"|"147324142"
"GC"|No |"79600209"|"147324143"
"CL"|Yes|"79600208"|"147324141"
"CL"|Yes|"79600210"|"147324144"
"CH"|No |"79600210"|"147324145"
"GC"|No |"79600210"|"147324146"
"CL"|Yes|"79600215"|"147324153"
"CL"|No |"79600212"|"147324148"
"CH"|Yes|"79600212"|"147324149"
"CL"|Yes|"79600214"|"147324152"
"CH"|Yes|"79600213"|"147324150"
"CL"|No |"79600213"|"147324151"
"CH"|Yes|"79600216"|"147324154"
"CL"|No |"79600216"|"147324155"
"SC"|Yes|"79600220"|"147324162"
"CL"|No |"79600220"|"147324163"
"SM"|Yes|"79600218"|"147324160"
"CL"|No |"79600218"|"147324159"
"GP-GM"|Yes|"79600221"|"147324164"
"GC-GM"|No |"79600221"|"147324165"
"GP"|No |"79600221"|"147324166"
"PT"|Yes|"79600219"|"147324161"
"MH"|No |"79600217"|"147324156"
